"isxn"	"titulo17"	"q17"
"23186879"	"REVISTA DIREITO E SOCIEDADE: REFLEXÕES CONTEMPORÂNEAS"	"C"
"21798176"	"REVISTA DIREITO EM MOVIMENTO"	"C"
"1806910X"	"REVISTA DIREITO EMPRESARIAL (CURITIBA)"	"B1"
"23176172"	"REVISTA DIREITO GV (ONLINE)"	"A1"
"19829418"	"REVISTA DIREITO HOJE"	"C"
"2237955X"	"REVISTA DIREITO IZABELA HENDRIX"	"C"
"23172622"	"REVISTA DIREITO MACKENZIE"	"B1"
"25271555"	"REVISTA DIREITO SEM FRONTEIRAS - ONLINE"	"C"
"25957155"	"REVISTA DIREITO TRIBUTÁRIO INTERNACIONAL ATUAL"	"C"
"24472336"	"REVISTA DIREITO UFMS"	"B2"
"23163054"	"REVISTA DIREITOS EMERGENTES NA SOCIEDADE GLOBAL"	"C"
"19820496"	"REVISTA DIREITOS FUNDAMENTAIS & DEMOCRACIA (UNIBRASIL)"	"A1"
"23175389"	"REVISTA DIREITOS HUMANOS E DEMOCRACIA"	"A4"
"25958348"	"REVISTA DIREITOS HUMANOS E SOCIEDADE"	"C"
"23185732"	"REVISTA DIREITOS SOCIAIS E POLÍTICAS PÚBLICAS - UNIFAFIBE"	"B1"
"25270524"	"REVISTA DISCENTE OFÍCIOS DE CLIO"	"B4"
"25260839"	"REVISTA DISCURSO & IMAGEM VISUAL EM EDUCAÇÃO"	"C"
"22377247"	"REVISTA DISCURSOS CONTEMPORÂNEOS EM ESTUDO"	"B3"
"23592192"	"REVISTA DISSOL - DISCURSO, SOCIEDADE E LINGUAGEM"	"A4"
"23588853"	"REVISTA DIVERSIDADE E EDUCAÇÃO"	"B3"
"23182016"	"REVISTA DIVERSITAS"	"C"
"25944207"	"REVISTA DIZER"	"C"
"01017497"	"REVISTA DO ADVOGADO"	"B4"
"25945718"	"REVISTA DO AMBIENTE DE NITERÓI"	"C"
"2447908X"	"REVISTA DO ARQUIVO"	"B4"
"19836031"	"REVISTA DO ARQUIVO GERAL DA CIDADE DO RIO DE JANEIRO"	"B3"
"25272136"	"REVISTA DO ARQUIVO PÚBLICO DO ESTADO DO ESPÍRITO SANTO"	"B4"
"01045849"	"REVISTA DO BNDES"	"C"
"14150344"	"REVISTA DO CAAP"	"B4"
"14152061"	"REVISTA DO CCEI"	"B4"
"15196968"	"REVISTA DO CEAM"	"C"
"23190876"	"REVISTA DO CEJUR/TJSC"	"C"
"1676515X"	"REVISTA DO CENTRO DE ESTUDOS PORTUGUESES (UFMG)"	"B1"
"23171480"	"REVISTA DO CENTRO DE ESTUDOS RURAIS (RURIS)"	"B3"
"24482773"	"REVISTA DO CENTRO DE PESQUISA E FORMAÇÃO"	"B2"
"01033093"	"REVISTA DO CEPA"	"B2"
"14138026"	"REVISTA DO CEP-PA"	"C"
"21779325"	"REVISTA DO CFCH (CENTRO DE FILOSOFIA E CIÊNCIAS HUMANAS DA UFRJ)"	"C"
"01006991"	"REVISTA DO COLÉGIO BRASILEIRO DE CIRURGIÕES (IMPRESSO)"	"B2"
"25949578"	"REVISTA DO COLETIVO SECONBA"	"C"
"23583169"	"REVISTA DO COLÓQUIO DE ARTE E PESQUISA DO PPGA-UFES"	"B3"
"2236840X"	"REVISTA DO CONGRESSO MINEIRO DE DIREITO TRIBUTÁRIO E DIREITO FINANCEIRO"	"C"
"22362363"	"REVISTA DO CONSELHO NACIONAL DO MINISTÉRIO PÚBLICO"	"C"
"01035827"	"REVISTA DO COURO"	"B4"
"21761094"	"REVISTA DO CURSO DE DIREITO (SÃO BERNARDO DO CAMPO. ONLINE)"	"C"
"23580607"	"REVISTA DO CURSO DE DIREITO DA FSG"	"C"
"25946374"	"REVISTA DO CURSO DE DIREITO DA UNIVERSIDADE BRAZ CUBAS (ONLINE)"	"B4"
"15183408"	"REVISTA DO CURSO DE DIREITO DA UNIVERSIDADE ESTADUAL DE MONTES CLAROS"	"C"
"22367632"	"REVISTA DO CURSO DE DIREITO DO UNIFOR"	"B4"
"18093779"	"REVISTA DO CURSO DE LETRAS"	"C"
"1809161X"	"REVISTA DO DEPARTAMENTO DE DIREITO DO TRABALHO E DA SEGURIDADE SOCIAL"	"C"
"19835361"	"REVISTA DO DEPARTAMENTO DE DIREITO PÚBLICO"	"C"
"01024582"	"REVISTA DO DEPARTAMENTO DE GEOGRAFIA (USP)"	"A4"
"21773556"	"REVISTA DO DERC"	"C"
"19829957"	"REVISTA DO DIREITO (SANTA CRUZ DO SUL. ONLINE)"	"A3"
"1807958X"	"REVISTA DO DIREITO DA ENERGIA"	"C"
"21828768"	"REVISTA DO DIREITO DE LÍNGUA PORTUGUESA"	"C"
"25259857"	"REVISTA DO DIREITO DO TRABALHO E MEIO AMBIENTE DO TRABALHO"	"C"
"14134543"	"REVISTA DO DIREITO IMOBILIÁRIO"	"C"
"1980511X"	"REVISTA DO DIREITO PÚBLICO (LONDRINA)"	"B1"
"21772991"	"REVISTA DO DIREITO UNIDAVI"	"C"
"23173815"	"REVISTA DO EDICC"	"B3"
"01017284"	"REVISTA DO EXÉRCITO BRASILEIRO"	"B4"
"01017184"	"REVISTA DO EXÉRCITO BRASILEIRO"	"B4"
"25271377"	"REVISTA DO FÓRUM INTERNACIONAL DE IDEIAS"	"C"
"1984591X"	"REVISTA DO GEL"	"A3"
"15177874"	"REVISTA DO GELNE"	"A2"
"15171957"	"REVISTA DO IBRAC"	"B3"
"01031945"	"REVISTA DO INSTITUTO ARQUEOLÓGICO, HISTÓRICO E GEOGRÁFICO PERNAMBUCANO"	"B4"
"16771419"	"REVISTA DO INSTITUTO BRASILEIRO DE DIREITOS HUMANOS"	"B4"
"25952153"	"REVISTA DO INSTITUTO BRASILEIRO DE SEGURANÇA PÚBLICA (RIBSP)"	"B4"
"01220799"	"REVISTA DO INSTITUTO COLOMBIANO DE DERECHO TRIBUTARIO"	"B4"
"01041894"	"REVISTA DO INSTITUTO DE CIENCIAS DA SAUDE (UNIP)"	"B4"
"19800428"	"REVISTA DO INSTITUTO DE CIÊNCIAS HUMANAS"	"C"
"23590017"	"REVISTA DO INSTITUTO DE CIÊNCIAS HUMANAS"	"C"
"25960075"	"REVISTA DO INSTITUTO DE DIREITO CONSTITUCIONAL E CIDADANIA"	"C"
"2316901X"	"REVISTA DO INSTITUTO DE ESTUDOS BRASILEIROS"	"A1"
"00203890"	"REVISTA DO INSTITUTO DE GEOGRAFIA E HISTORIA MILITAR DO BRASIL"	"C"
"16781864"	"REVISTA DO INSTITUTO DE HERMENÊUTICA JURÍDICA"	"A3"
"22386416"	"REVISTA DO INSTITUTO DE LATICÍNIOS CÂNDIDO TOSTES"	"C"
"16789946"	"REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SÃO PAULO"	"B1"
"2447780X"	"REVISTA DO INSTITUTO DE POLÍTICAS PÚBLICAS DE MARÍLIA"	"B4"
"01003585"	"REVISTA DO INSTITUTO DO CEARÁ"	"B4"
"01045466"	"REVISTA DO INSTITUTO DOS ADVOGADOS DO PARANA"	"C"
"01032674"	"REVISTA DO INSTITUTO FLORESTAL"	"C"
"22379657"	"REVISTA DO INSTITUTO GEOGEBRA INTERNACIONAL DE SÃO PAULO"	"A3"
"1516344X"	"REVISTA DO INSTITUTO GEOGRÁPHICO E HISTÓRICO DA BAHIA"	"B4"
"0100929X"	"REVISTA DO INSTITUTO GEOLÓGICO"	"B2"
"25261347"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO BRASILEIRO"	"A2"
"16770897"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE MATO GROSSO"	"B2"
"01039482"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE PIRACICABA"	"B4"
"01002953"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE SÃO PAULO"	"B2"
"19817347"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE SERGIPE"	"A4"
"25256653"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DO DISTRITO FEDERAL"	"NP"
"19819528"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DO ESPÍRITO SANTO"	"C"
"19817770"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DO MARANHÃO"	"C"
"23590831"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DO PARÁ"	"B1"
"15195678"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DO RIO DE JANEIRO"	"B4"
"25264958"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DO RIO GRANDE DO NORTE"	"C"
"16783484"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DO RIO GRANDE DO SUL"	"B1"
"01014366"	"REVISTA DO INSTITUTO HISTÓRICO E GEOGRAPHICO BRAZILEIRO"	"A2"
"19818763"	"REVISTA DO INSTITUTO HUMANITAS UNISINOS (ONLINE)"	"C"
"16794540"	"REVISTA DO ISAT"	"B1"
"22369155"	"REVISTA DO ISAT"	"B1"
"25956957"	"REVISTA DO LEGISLATIVO PARANAENSE"	"B3"
"23595973"	"REVISTA DO LHISTE"	"B4"
"18091873"	"REVISTA DO MESTRADO EM DIREITO (UFAL)"	"B3"
"22372261"	"REVISTA DO MESTRADO EM DIREITO DA UNIVERSIDADE FEDERAL DE ALAGOAS"	"C"
"19808860"	"REVISTA DO MESTRADO EM DIREITO UCB"	"B1"
"23179082"	"REVISTA DO MESTRADO PROFISSIONAL GESTÃO EM ORGANIZAÇÕES APRENDENTES"	"B4"
"08706107"	"REVISTA DO MINISTÉRIO PÚBLICO"	"C"
"14133873"	"REVISTA DO MINISTÉRIO PÚBLICO (RIO DE JANEIRO)"	"C"
"23590955"	"REVISTA DO MINISTÉRIO PÚBLICO DE CONTAS DO ESTADO DO PARANÁ"	"C"
"18095917"	"REVISTA DO MINISTÉRIO PÚBLICO DO ESTADO DE GOIÁS"	"C"
"18062598"	"REVISTA DO MINISTÉRIO PÚBLICO DO ESTADO DE SERGIPE"	"C"
"16771060"	"REVISTA DO MINISTÉRIO PÚBLICO DO ESTADO DO MARANHÃO"	"B4"
"19805535"	"REVISTA DO MINISTÉRIO PÚBLICO DO ESTADO DO PARÁ"	"C"
"19833229"	"REVISTA DO MINISTÉRIO PÚBLICO DO TRABALHO"	"C"
"19813457"	"REVISTA DO MINISTÉRIO PÚBLICO DO TRABALHO DO MATO GROSSO DO SUL"	"C"
"01036769"	"REVISTA DO MINISTERIO PUBLICO MILITAR"	"C"
"24481750"	"REVISTA DO MUSEU DE ARQUEOLOGIA E ETNOLOGIA"	"B4"
"23171332"	"REVISTA DO NESEF"	"B2"
"23178523"	"REVISTA DO NÚCLEO DE ESTUDOS DE ECONOMIA CATARINENSE"	"C"
"21797137"	"REVISTA DO NÚCLEO DE ESTUDOS E PESQUISAS EM GÊNERO & DIREITO (UFPB)"	"A4"
"21752591"	"REVISTA DO NUFEN"	"B2"
"01022571"	"REVISTA DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL"	"B2"
"23181664"	"REVISTA DO PORTAL JURÍDICO INVESTIDURA"	"C"
"25944746"	"REVISTA DO PROFESSOR DE FÍSICA (ONLINE)"	"C"
"01024981"	"REVISTA DO PROFESSOR DE MATEMÁTICA"	"B3"
"21761841"	"REVISTA DO PROGRAMA DE PÓS GRADUAÇÃO EM ESTUDOS LITERÁRIOS"	"B1"
"22365850"	"REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO DA UNIVERSIDADE FEDERAL DA BAHIA"	"B2"
"19833873"	"REVISTA DO SELL"	"A2"
"25269070"	"REVISTA DO SEMINÁRIO MÍDIAS & EDUCAÇÃO (ONLINE)"	"B4"
"00349240"	"REVISTA DO SERVIÇO PÚBLICO"	"A4"
"19807481"	"REVISTA DO TCE - PI"	"C"
"21767181"	"REVISTA DO TCMRJ"	"C"
"18063497"	"REVISTA DO TRE-RS"	"B4"
"01031090"	"REVISTA DO TRIBUNAL DE CONTAS DA UNIAO"	"B4"
"01021052"	"REVISTA DO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"	"B3"
"01017160"	"REVISTA DO TRIBUNAL DE CONTAS DO ESTADO DO PARANÁ"	"B4"
"00768855"	"REVISTA DO TRIBUNAL REGIONAL DO TRABALHO 3. REGIAO"	"C"
"01047027"	"REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 10ª REGIÃO"	"C"
"16798694"	"REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 15. REGIÃO"	"C"
"01007637"	"REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 4ª REGIÃO"	"NP"
"19809913"	"REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 7ª REGIÃO"	"C"
"01001736"	"REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 8A. REGIÃO"	"C"
"01005448"	"REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 9. REGIAO"	"C"
"19843658"	"REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA DÉCIMA SEGUNDA REGIÃO (IMPRESSO)"	"C"
"19816715"	"REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA VIGÉSIMA PRIMEIRA REGIÃO (IMPRESSO)"	"C"
"0103703X"	"REVISTA DO TRIBUNAL REGIONAL FEDERAL 1. REGIAO"	"C"
"19821506"	"REVISTA DO TRIBUNAL REGIONAL FEDERAL DA TERCEIRA REGIÃO"	"C"
"01037978"	"REVISTA DO TRIBUNAL SUPERIOR DO TRABALHO"	"B4"
"2184206X"	"REVISTA DOBRA"	"B3"
"22375864"	"REVISTA DOCÊNCIA DO ENSINO SUPERIOR"	"B2"
"25949004"	"REVISTA DOCÊNCIA E CIBERCULTURA"	"B4"
"25264923"	"REVISTA DOCENTES"	"A4"
"25948601"	"REVISTA DOCOMOMO BRASIL"	"B4"
"25258583"	"REVISTA DOMINGUEIRA DA SAÚDE"	"NP"
"22202692"	"REVISTA DOMINICANA DE ECONOMÍA"	"B4"
"18060013"	"REVISTA DOR"	"A3"
"23176393"	"REVISTA DOR"	"A3"
"2183928X"	"REVISTA DOS ENCONTROS INTERNACIONAIS ERGOTRIP DESIGN"	"NP"
"19819684"	"REVISTA DOS ESTUDANTES DE DIREITO DA UNIVERSIDADE DE BRASÍLIA"	"C"
"01027212"	"REVISTA DOS TRANSPORTES PÚBLICOS"	"B4"
"00349275"	"REVISTA DOS TRIBUNAIS (SÃO PAULO. IMPRESSO)"	"B1"
"23183136"	"REVISTA DOS TRIBUNAIS SUL"	"C"
"1415630X"	"REVISTA DOS TRIBUNAIS. CADERNOS DE DIREITO CONSTITUCIONAL E CIÊNCIA POLÍTICA"	"B4"
"14156296"	"REVISTA DOS TRIBUNAIS. CADERNOS DE DIREITO TRIBUTÁRIO E FINANÇAS PÚBLICAS"	"B4"
"21799075"	"REVISTA E"	"NP"
"23184922"	"REVISTA E-CIÊNCIA"	"B4"
"19846606"	"REVISTA ECONOMIA & GESTÃO"	"A4"
"13907921"	"REVISTA ECONOMÍA Y POLÍTICA"	"B3"
"01004956"	"REVISTA ECONÔMICA DO NORDESTE"	"A4"
"23579226"	"REVISTA ECONÔMICA DO NORDESTE"	"A4"
"23162600"	"REVISTA ECOPOLÍTICA"	"B3"
"21758689"	"REVISTA ECO-PÓS (ONLINE)"	"A2"
"18060331"	"REVISTA ECOS (CÁCERES)"	"A2"
"18093876"	"REVISTA E-CURRICULUM (PUCSP)"	"A2"
"2176171X"	"REVISTA EDAPECI: EDUCAÇÃO A DISTÂNCIA E PRÁTICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS"	"B4"
"22365753"	"REVISTA EDICIC"	"B4"
"23584521"	"REVISTA EDUC- FACULDADE DE DUQUE DE CAXIAS"	"B4"
"20071930"	"REVISTA EDUC@RNOS"	"B2"
"21772185"	"REVISTA EDUCAÇÃO"	"B4"
"23584319"	"REVISTA EDUCAÇÃO & EMANCIPAÇÃO"	"B1"
"24483583"	"REVISTA EDUCAÇÃO & FORMAÇÃO"	"B1"
"21796122"	"REVISTA EDUCAÇÃO & TECNOLOGIA"	"B4"
"19806469"	"REVISTA EDUCAÇÃO (GUARULHOS)"	"B2"
"22372334"	"REVISTA EDUCAÇÃO A DISTÂNCIA"	"C"
"15196194"	"REVISTA EDUCAÇÃO E CIDADANIA"	"C"
"25959980"	"REVISTA EDUCAÇÃO E CIÊNCIAS SOCIAIS"	"C"
"2237258X"	"REVISTA EDUCAÇÃO E FRONTEIRAS ON-LINE"	"B2"
"2359277X"	"REVISTA EDUCAÇÃO E LINGUAGEM"	"B2"
"19843437"	"REVISTA EDUCAÇÃO E LINGUAGEM (ONLINE)"	"C"
"22386084"	"REVISTA EDUCAÇÃO E LINGUAGENS"	"A3"
"25260847"	"REVISTA EDUCAÇÃO EM DEBATE"	"B3"
"19811802"	"REVISTA EDUCAÇÃO EM QUESTÃO (ONLINE)"	"A2"
"23168919"	"REVISTA EDUCAÇÃO EM REDE: FORMAÇÃO E PRÁTICA DOCENTE"	"C"
"23589868"	"REVISTA EDUCAÇÃO EM SAÚDE"	"C"
"1984686X"	"REVISTA EDUCAÇÃO ESPECIAL (ONLINE)"	"A2"
"25255932"	"REVISTA EDUCAÇÃO ESPECIAL EM DEBATE"	"B3"
"23170603"	"REVISTA EDUCAÇÃO FÍSICA UNIFAFIBE"	"C"
"25266276"	"REVISTA EDUCAÇÃO GEOGRÁFICA EM FOCO"	"B2"
"21797374"	"REVISTA EDUCAÇÃO GRÁFICA"	"A3"
"25947990"	"REVISTA EDUCAÇÃO INCLUSIVA"	"B4"
"19846290"	"REVISTA EDUCAÇÃO PÚBLICA (RIO DE JANEIRO)"	"B4"
"22382097"	"REVISTA EDUCAÇÃO PÚBLICA DA UFMT"	"A2"
"19843178"	"REVISTA EDUCAÇÃO, ARTES E INCLUSÃO"	"B2"
"19830173"	"REVISTA EDUCAÇÃO, MEIO AMBIENTE E SAÚDE"	"B4"
"25945343"	"REVISTA EDUCAÇÃO, PSICOLOGIA E INTERFACES"	"B4"
"07981228"	"REVISTA EDUCACIÓN SUPERIOR Y SOCIEDAD"	"B2"
"20115318"	"REVISTA EDUCACIÓN Y DESARROLLO SOCIAL"	"B2"
"24454109"	"REVISTA EDUCACIÓN, POLÍTICA Y SOCIEDAD"	"B2"
"19833423"	"REVISTA EDUCAMAZÔNIA - EDUCAÇÃO SOCIEDADE E MEIO AMBIENTE"	"B3"
"19832664"	"REVISTA EDUCAONLINE"	"B2"
"22379185"	"REVISTA EDUCAR MAIS (ONLINE)"	"B1"
"25271083"	"REVISTA EDUCARE (ONLINE)"	"C"
"21785236"	"REVISTA EDUCATIVA"	"B1"
"17941237"	"REVISTA EIA"	"B3"
"22389504"	"REVISTA EIXO"	"B3"
"22385630"	"REVISTA EIXO"	"B3"
"23164417"	"REVISTA EJA EM DEBATE"	"B3"
"23625813"	"REVISTA EL TACO EN LA BREA"	"A3"
"22447318"	"REVISTA ELECTRÓNICA ACTIVIDAD FÍSICA Y CIENCIAS"	"C"
"21829845"	"REVISTA ELECTRÓNICA DE DIREITO"	"B2"
"20079249"	"REVISTA ELECTRÓNICA DE EDUCACIÓN ESPECIAL Y FAMILIA"	"C"
"25311565"	"REVISTA ELECTRÓNICA DE ESTUDIOS PENALES Y DE LA SEGURIDAD"	"C"
"23100036"	"REVISTA ELECTRÓNICA DE INVESTIGAÇÃO E DESENVOLVIMENTO"	"A4"
"16074041"	"REVISTA ELECTRÓNICA DE INVESTIGACIÓN EDUCATIVA"	"A1"
"18506666"	"REVISTA ELECTRÓNICA DE INVESTIGACIÓN EN EDUCACIÓN EN CIENCIAS (EN LÍNEA)"	"A2"
"19892446"	"REVISTA ELECTRÓNICA DE INVESTIGACIÓN Y DOCENCIA"	"A4"
"18708420"	"REVISTA ELECTRÓNICA DE PSICOLOGÍA IZTACALA"	"B3"
"16693582"	"REVISTA ELECTRÓNICA DE PSICOLOGÍA POLÍTICA (EN LÍNEA)"	"B3"
"16957504"	"REVISTA ELECTRÓNICA DE VETERINARIA"	"B4"
"16964713"	"REVISTA ELECTRÓNICA IBEROAMERICANA SOBRE CALIDAD, EFICACIA Y CAMBIO EN EDUCACIÓN"	"B1"
"15750965"	"REVISTA ELECTRÓNICA INTERUNIVERSITARIA DE FORMACIÓN DEL PROFESORADO"	"A4"
"22364269"	"REVISTA ELETÔNICA JURÍDICA FACECLA"	"C"
"21782091"	"REVISTA ELETRÔNICA ACERVO SAÚDE"	"B2"
"23190310"	"REVISTA ELETRÔNICA AD JUDICIA"	"C"
"19814127"	"REVISTA ELETRÔNICA AMBIENTE: GESTÃO E DESENVOLVIMENTO"	"B3"
"24467634"	"REVISTA ELETRÔNICA ARGENTINA-BRASIL DE TECNOLOGIAS DA INFORMAÇÃO E DA COMUNICAÇÃO"	"C"
"19844735"	"REVISTA ELETRÔNICA ARMA DA CRÍTICA"	"B4"
"22375597"	"REVISTA ELETRÔNICA ARTIGOS JURÍDICOS E DIREITO EM DEBATE (REJDD)"	"C"
"25955888"	"REVISTA ELETRÔNICA CASA DE MAKUNAIMA"	"B3"
"24480479"	"REVISTA ELETRÔNICA CIENTÍFICA DA UERGS"	"B1"
"23587083"	"REVISTA ELETRÔNICA CIENTÍFICA DO CRA-PR"	"B1"
"24470783"	"REVISTA ELETRÔNICA CIENTÍFICA ENSINO INTERDISCIPLINAR"	"A4"
"21751846"	"REVISTA ELETRÔNICA CIENTÍFICA INOVAÇÃO E TECNOLOGIA"	"C"
"24480452"	"REVISTA ELETRÔNICA COMPETÊNCIAS DIGITAIS PARA AGRICULTURA FAMILIAR (RECODAF)"	"B2"
"21766231"	"REVISTA ELETRÔNICA COMTEMPO"	"B4"
"21778256"	"REVISTA ELETRÔNICA DA ACADEMIA BRASILEIRA DE DIREITO CONSTITUCIONAL"	"B1"
"16791061"	"REVISTA ELETRÔNICA DA ANPHLAC"	"A3"
"18082653"	"REVISTA ELETRÔNICA DA ASSOCIAÇÃO DOS GEÓGRAFOS BRASILEIROS, SEÇÃO TRÊS LAGOAS"	"B4"
"23173556"	"REVISTA ELETRÔNICA DA EJUD DA 17ª REGIÃO"	"C"
"25954598"	"REVISTA ELETRÔNICA DA ESA/RS"	"B4"
"25261290"	"REVISTA ELETRÔNICA DA ESMPA"	"C"
"19807570"	"REVISTA ELETRÔNICA DA FACULDADE DE DIREITO DE CAMPOS"	"C"
"19834225"	"REVISTA ELETRÔNICA DA FACULDADE DE DIREITO DE FRANCA"	"B4"
"24483303"	"REVISTA ELETRÔNICA DA FACULDADE DE DIREITO DE PELOTAS"	"C"
"25958178"	"REVISTA ELETRÔNICA DA FACULDADE INVEST DE CIÊNCIAS E TECNOLOGIA"	"C"
"19810377"	"REVISTA ELETRÔNICA DA FACULDADE METODISTA GRANBERY"	"B4"
"21791880"	"REVISTA ELETRÔNICA DA FEATI"	"C"
"25944479"	"REVISTA ELETRÔNICA DE ADMINISTRAÇÃO DA UNIVERSIDADE SANTA ÚRSULA"	"B4"
"2236451X"	"REVISTA ELETRÔNICA DE CIÊNCIA POLÍTICA"	"A3"
"25947966"	"REVISTA ELETRÔNICA DE CIÊNCIAS HUMANAS"	"C"
"21757283"	"REVISTA ELETRÔNICA DE CIÊNCIAS SOCIAIS"	"B4"
"21798443"	"REVISTA ELETRÔNICA DE CULTURAS E EDUCAÇÃO"	"C"
"16788729"	"REVISTA ELETRÔNICA DE DIREITO DO CENTRO UNIVERSITÁRIO NEWTON PAIVA"	"B1"
"19819439"	"REVISTA ELETRÔNICA DE DIREITO INTERNACIONAL"	"C"
"23184892"	"REVISTA ELETRÔNICA DE DIREITO PENAL"	"C"
"19827636"	"REVISTA ELETRÔNICA DE DIREITO PROCESSUAL"	"B1"
"23579293"	"REVISTA ELETRÔNICA DE DIREITO TRIBUTÁRIO DA ABDF"	"C"
"24483257"	"REVISTA ELETRÔNICA DE DIREITO, DEMOCRACIA E SOCIEDADE"	"C"
"19827199"	"REVISTA ELETRÔNICA DE EDUCAÇÃO (SÃO CARLOS)"	"A2"
"22368779"	"REVISTA ELETRÔNICA DE EDUCAÇÃO DA FACULDADE ARAGUAIA - RENEFARA"	"B4"
"23171170"	"REVISTA ELETRÔNICA DE EDUCAÇÃO DE ALAGOAS ¿ REDUC"	"C"
"22373462"	"REVISTA ELETRÔNICA DE EDUCAÇÃO E CIÊNCIA"	"C"
"15181944"	"REVISTA ELETRÔNICA DE ENFERMAGEM"	"B1"
"19843372"	"REVISTA ELETRÔNICA DE ESTRATÉGIA E NEGÓCIOS"	"A3"
"19808372"	"REVISTA ELETRÔNICA DE ESTUDOS HEGELIANOS"	"B1"
"23166223"	"REVISTA ELETRÔNICA DE ESTUDOS JURÍDICOS E DA SOCIEDADE"	"B4"
"18080804"	"REVISTA ELETRÔNICA DE FARMÁCIA"	"C"
"2317563X"	"REVISTA ELETRÔNICA DE GESTÃO E TECNOLOGIAS AMBIENTAIS"	"B2"
"2179474X"	"REVISTA ELETRÔNICA DE INCIAÇÃO CIENTÍFICA TECNOLÓGICA E ARTÍSTICA"	"B1"
"15198219"	"REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA"	"C"
"22365044"	"REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA DO CEJURPS _x0013_ RICC"	"C"
"18098797"	"REVISTA ELETRÔNICA DE MATERIAIS E PROCESSOS (UFCG)"	"B4"
"25272071"	"REVISTA ELETRÔNICA DE ODONTOLOGIA E CLINICA INTEGRADA DA UNIRP"	"C"
"22382216"	"REVISTA ELETRÔNICA DE PESQUISA DA UNIRP - UNIVERSITAS"	"B3"
"1984557X"	"REVISTA ELETRÔNICA DE POTÊNCIA"	"A4"
"16773071"	"REVISTA ELETRÔNICA DE SISTEMAS DE INFORMAÇÃO (RESI)"	"B3"
"22370072"	"REVISTA ELETRÔNICA DE SISTEMAS DE INFORMAÇÃO E GESTÃO TECNOLÓGICA"	"B3"
"21770425"	"REVISTA ELETRÔNICA DE TECNOLOGIA E CUTURA"	"C"
"22362150"	"REVISTA ELETRÔNICA DEBATES EM EDUCAÇÃO CIENTÍFICA E TECNOLÓGICA"	"A4"
"21782938"	"REVISTA ELETRÔNICA DIADORIM CULTURAL"	"C"
"25264745"	"REVISTA ELETRÔNICA DIREITO E CONHECIMENTO"	"C"
"19807791"	"REVISTA ELETRÔNICA DIREITO E POLÍTICA"	"A4"
"23176989"	"REVISTA ELETRÔNICA DISCENTE HISTÓRIA.COM"	"B2"
"23578513"	"REVISTA ELETRÔNICA DO ARQUIVO PÚBLICO DA CIDADE DE BELO HORIZONTE"	"NP"
"19818386"	"REVISTA ELETRÔNICA DO CEJUR"	"C"
"2176977X"	"REVISTA ELETRÔNICA DO CURSO DE DIREITO (PUC MINAS SERRO)"	"C"
"19813694"	"REVISTA ELETRÔNICA DO CURSO DE DIREITO DA UFSM"	"A1"
"24469513"	"REVISTA ELETRÔNICA DO DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS & DEPARTAMENTO DE ATUÁRIA E MÉTODOS QUANTITATIVOS"	"B2"
"16783182"	"REVISTA ELETRÔNICA DO INSTITUTO DE HUMANIDADES"	"B3"
"15171256"	"REVISTA ELETRÔNICA DO MESTRADO EM EDUCAÇÃO AMBIENTAL"	"A4"
"23166681"	"REVISTA ELETRÔNICA DO MESTRADO PROFISSIONAL EM ENGENHARIA DE PETRÓLEO E GÁS DA UNIVERSIDADE POTIGUAR - RUNPETRO"	"B4"
"21785651"	"REVISTA ELETRONICA DO TRIBUNAL REGIONAL DO TRABALHO 1A. REGIÃO"	"C"
